base_query_id,base_query,gold_answer,n_aliases,gold_source,original_gold_year,n_requests,volatility,years_annotated,n_years_annotated,latest_annotated_year,years_gap_to_corpus,n_distinct_answer_sets,stable_across_annotated_years,gold_equals_latest_annotated,gold_differs_from_some_annotated_year,answer_at_latest_year,freshqa_next_review,freshqa_fact_type,freshqa_false_premise,note
q_98d7f7da,The 'degree' symbol ° indicates what variation of a musical chord?,Diminished,3,triviaqa,,1,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_995c0608,Who is the main starting quarterback for the Florida Gators?,Graham Mertz,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,20,0,1,1,graham mertz,,,,20 distinct answer sets across 24 years
q_99c9cb7f,What is the name of the trainer who trained the most recent winner of the Christmas Hurdle?,Nicky Henderson,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,8,0,1,1,nicky henderson,,,,8 distinct answer sets across 24 years
q_99dcb85c,Which team won the Wayne County Athletic League boys football championship most recently?,"Dalton, Northwestern",1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,14,0,1,1,"dalton, northwestern",,,,14 distinct answer sets across 24 years
q_9a3d3ff9,What position does the latest Roberto Clemente Award winner play?,Outfielder,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,9,0,1,1,outfielder,,,,9 distinct answer sets across 24 years
q_9a92a9cc,At which venue was the most recent Japan Women's Open Golf Championship held?,"Awara Golf Club, Sea Course",1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,22,0,1,1,"awara golf club, sea course",,,,22 distinct answer sets across 24 years
q_9aa8fdeb,What is John Carroll Lynch's character in his most recent television appearance?,John N. Mitchell,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,23,0,1,1,john n. mitchell,,,,23 distinct answer sets across 24 years
q_9acafca8,"""What is the media nickname of Viktor Bout, a Russian arms dealer who was said to be the inspiration for Nicolas Cage's character in the 2005 film """"Lord of War""""?""",Merchant of Death,5,triviaqa,,1,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_9ad1cf95,Who was the jockey riding the winning horse in the most recent Queen's Vase?,Frankie Dettori,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,14,0,1,1,frankie dettori,,,,14 distinct answer sets across 24 years
q_9ad3d8f7,Who was the winner of the individual championship in the latest NCAA Women's Division I Cross Country Championship and what team does she represent?,Parker Valby,1,temporal_align_qa,2023,2,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,20,0,1,1,parker valby,,,,20 distinct answer sets across 24 years
q_9b44b067,Who is the current manager of the Thailand national football team?,Alexandré Pölking,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,18,0,1,1,alexandré pölking,,,,18 distinct answer sets across 24 years
q_9b57150e,Where did the Seattle Mariners play their most recent Opening Day game?,T-Mobile Park,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,10,0,1,1,t-mobile park,,,,10 distinct answer sets across 24 years
q_9b65bcba,Which horse won the last Irish Gold Cup?,Galopin Des Champs,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,19,0,1,1,galopin des champs,,,,19 distinct answer sets across 24 years
q_9bcda30d,Who won the Sporting News Manager of the Year Award for the American League?,Brandon Hyde,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,17,0,1,1,brandon hyde,,,,17 distinct answer sets across 24 years
q_9bf08ec9,Who is currently considered the pound for pound #1 fighter by The Ring magazine?,Oleksandr Usyk,2,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,19,0,1,1,oleksandr usyk | terence crawford,,,,19 distinct answer sets across 24 years
q_9c334cd8,Who is the current LBA Most Valuable Player?,Colbey Ross,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,22,0,1,1,colbey ross,,,,22 distinct answer sets across 24 years
q_9c8a947a,What is the original title of the most recent animated film nominated for the Goya Award for Best Animated Film?,Le dispararon al pianista,5,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,24,0,1,1,el sueño de la sultana | hanna i els monstres | le dispararon al pianista | momias | robot dreams,,,,24 distinct answer sets across 24 years
q_9d2666a3,On which river does Derby stand?,DERWENT,4,triviaqa,,1,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_9d330418,In which decade of the 20th century were the first Academy Awards (Oscars) ceremony?,1920s,12,triviaqa,,1,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_9d61a241,Which trainer trained the winning horse in the King George V Stakes?,William Haggas,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,18,0,1,1,william haggas,,,,18 distinct answer sets across 24 years
q_9e4f27be,Who is the winner of the National Book Award for Young People's Literature?,Dan Santat,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,24,0,1,1,dan santat,,,,24 distinct answer sets across 24 years
q_9e9cc170,Who was the runner-up in the most recent Bar billiards World Championship?,Trevor Gallienne,1,temporal_align_qa,2023,2,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,16,0,1,1,trevor gallienne,,,,16 distinct answer sets across 24 years
q_9ea9bc19,What is the national park in Wyoming covering 3350 square miles that was opened in 1872?,Yellowstone National Park,12,triviaqa,,1,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_9edf5bd2,Who is the Treasurer of the Commonwealth of Pennsylvania?,Stacy Garrity,1,temporal_align_qa,2023,2,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,7,0,1,1,stacy garrity,,,,7 distinct answer sets across 24 years
q_9f07f1e2,'Red Lion' was for may years accepted as the most popular pubname in Great Britain. What pub name has now succeeded this?,'THE CROWN',12,triviaqa,,1,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_9fb844a5,Who is the most recent recipient of the Robert F. Kennedy Human Rights Award?,Parlamento del Pueblo Xinka,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,24,0,1,1,parlamento del pueblo xinka,,,,24 distinct answer sets across 24 years
q_9ffc1ed9,"""The opening sequence of the film """"Airplane"""" (also entitled """"Flying High"""") is a parody of which film?""",Jaws,5,triviaqa,,1,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_a05e5c8b,"In nature, what are active, dormant and extinct?",Volcanoes,12,triviaqa,,2,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_a06c234c,Who were the songwriters of the winning song in the latest Melodifestivalen?,"Jimmy Thörnfeldt, Jimmy Jansson, Lorine Talhaoui, Moa Carlebecker, Peter Boström, Thomas G:son",1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,24,0,1,1,"jimmy thörnfeldt, jimmy jansson, lorine talhaoui, moa carlebecker, peter boström, thomas g:son",,,,24 distinct answer sets across 24 years
q_a18ad11b,Who is the current Republican leader in the United States House of Representatives?,Kevin McCarthy,2,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,11,0,1,1,kevin mccarthy | steve scalise,,,,11 distinct answer sets across 24 years
q_a1c19e16,Who currently represents California's 9th congressional district?,100px Josh Harder,2,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,5,0,1,1,100px jerry mcnerney | 100px josh harder,,,,5 distinct answer sets across 24 years
q_a21594ce,Who is the lead in Colin Hufman's curling team?,John Landsteiner,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,16,0,1,1,john landsteiner,,,,16 distinct answer sets across 24 years
q_a2ed487a,Which ice dancing pair won the gold medal at the most recent Australian Figure Skating Championships?,Romy Malcolm / Kobi Chant,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,12,0,1,1,romy malcolm / kobi chant,,,,12 distinct answer sets across 24 years
q_a3225b4a,Who directed the latest Icelandic film submitted for the Academy Award for Best International Feature Film?,Hlynur Pálmason,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,16,0,1,1,hlynur pálmason,,,,16 distinct answer sets across 24 years
q_a3b0afc4,Who is the leading scorer in the Israeli Basketball Premier League?,Tyler Bey,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,23,0,1,1,tyler bey,,,,23 distinct answer sets across 24 years
q_a4aacc0f,What colour is copper sulphate?,BLUE,12,triviaqa,,1,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_a5b50e32,Do the Toronto Raptors have a winning record in the latest NBA season?,No,1,freshqa,2023,1,SINGLE_YEAR,2023,1,2023,3,,,1,,,frequently,fast-changing,,"FreshQA carries a single effective_year, not a year series — volatility UNDETERMINED; next_review='frequently', fact_type='fast-changing'"
q_a64535bb,What is the current name of the men's handball team from Komló?,Sport36-Komló,2,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,9,0,1,1,carbonex-komló | sport36-komló,,,,9 distinct answer sets across 24 years
q_a6c1b4ce,Who is playing as the third on Glenn Howard's curling team?,Scott Howard,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,7,0,1,1,scott howard,,,,7 distinct answer sets across 24 years
q_a6d31788,Who is the most recent recipient of the Juno Award for Children's Album of the Year?,Walk off the Earth and Romeo Eats,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,19,0,1,1,walk off the earth and romeo eats,,,,19 distinct answer sets across 24 years
q_a6ef6cf2,What is the name of the ownership that claimed victory at the last Maker's Mark Mile Stakes?,Lael Stables,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,20,0,1,1,lael stables,,,,20 distinct answer sets across 24 years
q_a720c2de,What were the latest Australian Swimming Championships a selection trial for?,The Australian selection trials for the 2023 World Aquatics Championships were held in Melbourne from 13–18 June.,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,24,0,1,1,the australian selection trials for the 2023 world aquatics championships were held in melbourne from 13–18 june.,,,,24 distinct answer sets across 24 years
q_a815ecba,Where was the most recent West Virginia Open held?,"Berry Hills Country Club, Charleston",1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,11,0,1,1,"berry hills country club, charleston",,,,11 distinct answer sets across 24 years
q_a84da252,Which event was won most recently at Silverstone in the Formula One World Championship?,ARAMCO British Grand Prix,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,7,0,1,1,aramco british grand prix,,,,7 distinct answer sets across 24 years
q_a867a828,How many points would you get for the word Scrabble in a game of Scrabble?,14,3,triviaqa,,2,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_a8f577f5,Where was the most recent Grammy Awards ceremony held?,Crypto.com Arena,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,5,0,1,1,crypto.com arena,,,,5 distinct answer sets across 24 years
q_a93676a9,Which Irish musician released a 1988 album entitled ‘Watermark’?,Enya,9,triviaqa,,1,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_a9520087,What character is Dianne Pilkington portraying in her latest theatre performance?,Wicked Witch of the West / Miss Gulch,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,20,0,1,1,wicked witch of the west / miss gulch,,,,20 distinct answer sets across 24 years
q_a9f6ddd4,Who trained the winning horse of the most recent Hong Kong Sprint and in what country?,Manfred Man Ka-leung,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,15,0,1,1,manfred man ka-leung,,,,15 distinct answer sets across 24 years
q_aa6288cd,Who is currently supplying kits for Bristol City F.C.?,Hummel,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,12,0,1,1,hummel,,,,12 distinct answer sets across 24 years
q_ab431fd9,Which institution is represented by the NPDA National Champions team?,Parliamentary Debate at Berkeley,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,19,0,1,1,parliamentary debate at berkeley,,,,19 distinct answer sets across 24 years
q_abacb5ad,Who is the winner of the Top Fuel category at the most recent Gatornationals?,Mike Salinas,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,15,0,1,1,mike salinas,,,,15 distinct answer sets across 24 years
q_ac141dc0,"Which sport features line-outs, scrums and conversions?",Rugby,4,triviaqa,,1,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_ac1b24c0,Who is the current Downing Street Press Secretary?,Nerissa Chesterfield,2,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,19,0,1,1,lucy noakes | nerissa chesterfield,,,,19 distinct answer sets across 24 years
q_ac7fde07,Who is the current IBF world welterweight champion?,Errol Spence Jr.,3,temporal_align_qa,2023,2,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,18,0,1,1,errol spence jr. | jaron ennis | terence crawford,,,,18 distinct answer sets across 24 years
q_aca03251,Which team won the Mid-Ohio Athletic Conference Football Championship in the Blue Division?,"Ontario, Shelby",1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,8,0,1,1,"ontario, shelby",,,,8 distinct answer sets across 24 years
q_acfe9269,"If you have insomnia, what can't you do?",Sleep,12,triviaqa,,1,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_ad306b01,During which conflict was the battle of Blenheim fought?,War of the Spanish Succession,12,triviaqa,,1,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_ad4bef3e,What is the type of the Mars probe that has the most recent update on its status?,flyby,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,11,0,1,1,flyby,,,,11 distinct answer sets across 24 years
