query_id,audits,audit_rows,is_paraphrase,base_query_id,base_query,paraphrase_text,incoming_query,gold,gold_answer_c2,gold_matches_c2,n_aliases,gold_source,gold_year,gold_note,provenance_note,freshness_class,t,snapshot_round,n_url_slots,n_distinct_urls,n_snapshots_available,snapshot_complete
p_q_feab2243_2,heldout_400,1,1,q_feab2243,What role did John Noble play in his most recent television appearance?,Can you identify the reason for my recent interview with John Noble on TV?,Can you identify the reason for my recent interview with John Noble on TV?,Falco,Falco,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,MEDIUM,422657.8153265548,rerun_24h,1,1,1,1
p_q_80aff2cd_0,heldout_400,1,1,q_80aff2cd,Which team took the victory in the latest edition of the 24 Hours of Le Mans race?,Who secured the most significant advantage in the 24 Hours of Le Mans?,Who secured the most significant advantage in the 24 Hours of Le Mans?,Ferrari – AF Corse,Ferrari – AF Corse,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,MEDIUM,468362.4245362268,rerun_24h,1,1,1,1
p_q_b91d68ca_2,heldout_400,1,1,q_b91d68ca,Which jockey rode the winning horse in the most recent Belmont Derby?,"Besides John Depp, who was the best performer in winning last year's Belmont Derby?","Besides John Depp, who was the best performer in winning last year's Belmont Derby?",José Ortiz,José Ortiz,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,MEDIUM,371441.1672833029,rerun_24h,1,1,1,1
p_q_a9f6ddd4_2,heldout_400,1,1,q_a9f6ddd4,Who trained the winning horse of the most recent Hong Kong Sprint and in what country?,When and where did the winning horse at the recent Hong Kong Sprint stakes turn to?,When and where did the winning horse at the recent Hong Kong Sprint stakes turn to?,Manfred Man Ka-leung,Manfred Man Ka-leung,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,MEDIUM,536817.4251211222,rerun_24h,1,1,1,1
p_q_7c47387f_2,heldout_400,1,1,q_7c47387f,Which character did Walton Goggins most recently portray on television?,At what point in time was Walton Goggins most commonly seen on television?,At what point in time was Walton Goggins most commonly seen on television?,Earl 'Peanutt' Montgomery,Earl 'Peanutt' Montgomery,1,5,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,MEDIUM,585579.0993851854,rerun_24h,1,1,1,1
p_q_7378baa7_0,heldout_400,1,1,q_7378baa7,Who conducted the trophy presentation at the American League Championship Series?,Who designed the American League Championship Series MVP showcase?,Who designed the American League Championship Series MVP showcase?,Kevin Burkhardt,Kevin Burkhardt,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,MEDIUM,410803.9453297374,rerun_24h,2,2,2,1
p_q_f0b3ece2_2,heldout_400,1,1,q_f0b3ece2,Which team was the runner-up in the latest WSE Cup Finals?,Who suffered the most unfortunate defeat in the previous WSE Cup Finals?,Who suffered the most unfortunate defeat in the previous WSE Cup Finals?,HC Braga,HC Braga,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,MEDIUM,424813.0941941406,rerun_24h,2,2,2,1
p_q_12d05949_0,heldout_400,1,1,q_12d05949,Which jockey rode the winning horse in the latest Superlative Stakes?,Which jockey took the easy ride in setting up winning horse for today's Superlative Stakes?,Which jockey took the easy ride in setting up winning horse for today's Superlative Stakes?,Ryan Moore,Ryan Moore,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,MEDIUM,237774.4879036672,rerun_24h,2,2,2,1
p_q_c0c0cc7f_0,heldout_400,1,1,q_c0c0cc7f,What television series is Kevin Eldon a part of?,"When can we expect to see Kevin Eldon in a TV show, and what are those shows?","When can we expect to see Kevin Eldon in a TV show, and what are those shows?",Danger Mouse,Danger Mouse,1,4,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,MEDIUM,544181.8098117525,rerun_24h,1,1,1,1
p_q_ec0efdba_2,heldout_400,1,1,q_ec0efdba,What character does Lyriq Bent portray on television?,Which account is written by Lyriq Bent for the TV series?,Which account is written by Lyriq Bent for the TV series?,Pastor Mike Butler,Pastor Mike Butler,1,2,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,MEDIUM,335496.8834407871,rerun_24h,1,1,1,1
p_q_ed789c0a_0,heldout_400,1,1,q_ed789c0a,Who is the latest winner of the Spanish Grand Prix?,Whose car is most likely to win the Spanish Grand Prix on today's date?,Whose car is most likely to win the Spanish Grand Prix on today's date?,Max Verstappen,Max Verstappen,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,MEDIUM,475519.3797111888,rerun_24h,1,1,1,1
p_q_a9520087_3,heldout_400,1,1,q_a9520087,What character is Dianne Pilkington portraying in her latest theatre performance?,"When this play of theatre actor Dianne Pilkington comes out tonight, for whom?","When this play of theatre actor Dianne Pilkington comes out tonight, for whom?",Wicked Witch of the West / Miss Gulch,Wicked Witch of the West / Miss Gulch,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,MEDIUM,406169.9589606891,rerun_24h,1,1,1,1
p_q_71ca7be1_1,heldout_400,1,1,q_71ca7be1,Which team is the current winner of the Super League (Ireland) National Cup?,Who is now the favourite to win the Super League (Ireland) National Cup of Champions?,Who is now the favourite to win the Super League (Ireland) National Cup of Champions?,Maree,Maree,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,MEDIUM,410992.6711139373,rerun_24h,1,1,1,1
p_q_618650f8_1,heldout_400,1,1,q_618650f8,Who is the current manager of US Monastir football team?,Which player currently leads the US Monastrium football team as its coach?,Which player currently leads the US Monastrium football team as its coach?,Darko Nović,Darko Nović,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,MEDIUM,40403.32582589548,rerun_1h,1,1,1,1
p_q_e7073d58_2,heldout_400,1,1,q_e7073d58,How many countries have recognized same-sex marriage?,In how many countries couples get legally married?,In how many countries couples get legally married?,34 countries,34 countries,1,2,freshqa,2022,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,MEDIUM,459760.0771044609,rerun_24h,2,2,2,1
p_q_10399b97_0,heldout_400,1,1,q_10399b97,Which team does the top scorer of the 2. Liga in Slovakia play for?,What is the intended goal of Slovaquis top scorer in Slovakia's 2. Liga team?,What is the intended goal of Slovaquis top scorer in Slovakia's 2. Liga team?,Tatran Prešov,Tatran Prešov,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,MEDIUM,188353.64592298417,rerun_24h,1,1,1,1
p_q_02665be9_2,heldout_400,1,1,q_02665be9,Which television series does Damien Garvey appear in?,"I'm not familiar with Damien Garvey from TV, can you provide some insight?","I'm not familiar with Damien Garvey from TV, can you provide some insight?",The Artful Dodger,The Artful Dodger,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,MEDIUM,593526.2055273448,rerun_24h,1,1,1,1
p_q_be7863cd_3,heldout_400,1,1,q_be7863cd,What is the title of a current American animated television series available on Netflix?,I'm curious about the name of a fresh-released animated series from America on Netflix. Any recommendations?,I'm curious about the name of a fresh-released animated series from America on Netflix. Any recommendations?,Nature Cat,Nature Cat,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,MEDIUM,391036.60074985295,rerun_24h,2,2,2,1
p_q_bd8d50a7_3,heldout_400,1,1,q_bd8d50a7,Which athlete holds the third position in the most recent women's snowboard cross FIS Snowboard World Cup standings?,"Among the contestants in this year's FIS Snowboard World Cup, who has secured third place?","Among the contestants in this year's FIS Snowboard World Cup, who has secured third place?",Josie Baff,Josie Baff,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,MEDIUM,192539.1152245789,rerun_24h,2,2,2,1
p_q_58db0825_2,heldout_400,1,1,q_58db0825,Which jockey rode the winning horse in the Southwest Stakes with a time of 1,When did the jockey score 1/1 for his fastest start in the Southwest Stakes?,When did the jockey score 1/1 for his fastest start in the Southwest Stakes?,John R. Velazquez,John R. Velazquez,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,MEDIUM,180134.18530731605,rerun_24h,2,2,2,1
p_q_39cd95a7_3,heldout_400,1,1,q_39cd95a7,Where will NeurIPS be located this year?,Where will be the NeurIPS in 2016?,Where will be the NeurIPS in 2016?,New Orleans,New Orleans,1,6,freshqa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,MEDIUM,405971.61549835233,rerun_24h,4,3,3,1
p_q_145203c8_3,heldout_400,1,1,q_145203c8,Who was the jockey that rode the winning horse in the most recent Preis von Europa?,"During the most recent Preis von Europa race, which jockey was the one who owned the $900kgeld horse that emerged victorious?","During the most recent Preis von Europa race, which jockey was the one who owned the $900kgeld horse that emerged victorious?",Rene Piechulek,Rene Piechulek,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,MEDIUM,478686.0639749837,rerun_24h,1,1,1,1
p_q_d1fc1f80_0,heldout_400,1,1,q_d1fc1f80,Where is the hometown of the current Miss Hawaii?,Can you tell me the birth place of Miss Hawaii?,Can you tell me the birth place of Miss Hawaii?,Honolulu,Honolulu,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,MEDIUM,559183.0012520009,rerun_24h,2,2,2,1
p_q_292449b7_1,heldout_400,1,1,q_292449b7,Who trained the winning horse of the most current Jeff Ruby Steaks?,Who was the trainer of choice for the winner of today's Jeff Ruby Steaks race?,Who was the trainer of choice for the winner of today's Jeff Ruby Steaks race?,Larry Rivelli,Larry Rivelli,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,MEDIUM,490902.11323102174,rerun_24h,1,1,1,1
p_q_cfdd4441_0,heldout_400,1,1,q_cfdd4441,Which school has the most recent Pop-Tarts Bowl MVP hailed from?,Which grade school took home the Pop-Tarts Bowl crown in all of sports?,Which grade school took home the Pop-Tarts Bowl crown in all of sports?,Kansas State,Kansas State,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,MEDIUM,361080.29153963225,rerun_24h,1,1,1,1
p_q_8a614432_0,heldout_400,1,1,q_8a614432,What team finished in third place in the most recent NCAA Division I men's soccer tournament?,Which school was named the third-best team in the NCAA Division I men's soccer tournament?,Which school was named the third-best team in the NCAA Division I men's soccer tournament?,Oregon State,Oregon State,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,MEDIUM,270302.50853503554,rerun_24h,2,2,2,1
p_q_d0a493c9_1,heldout_400,1,1,q_d0a493c9,Who is the current head coach of KK MZT Skopje?,Who is the Captain of KK MZT Skopje now?,Who is the Captain of KK MZT Skopje now?,Aleksandar Petrović  Dragan Nikolić  Vasko Atanasov,Aleksandar Petrović  Dragan Nikolić  Vasko Atanasov,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,MEDIUM,205045.9277163338,rerun_24h,2,2,2,1
p_q_8b7e079f_0,heldout_400,1,1,q_8b7e079f,Where was the last Women's PGA Championship held?,What was the following place for the Women's PGA Championship?,What was the following place for the Women's PGA Championship?,Baltusrol Golf Club,Baltusrol Golf Club,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,MEDIUM,539517.0018946755,rerun_24h,2,2,2,1
p_q_f0b3ece2_0,heldout_400,1,1,q_f0b3ece2,Which team was the runner-up in the latest WSE Cup Finals?,What is the second-most beaten team in this year's WSE Cup Final?,What is the second-most beaten team in this year's WSE Cup Final?,HC Braga,HC Braga,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,MEDIUM,593716.1454907428,rerun_24h,2,2,2,1
p_q_63335fe3_0,heldout_400,1,1,q_63335fe3,Who won the top division championship at the January sumo tournament in Tokyo?,What is the name of the leading sub division in the sumo tournament held at Tokyo during January?,What is the name of the leading sub division in the sumo tournament held at Tokyo during January?,Takakeishō,Takakeishō,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,MEDIUM,323516.733969959,rerun_24h,1,1,1,1
p_q_60703185_3,heldout_400,1,1,q_60703185,Who is the champion driver of the Indian National Rally Championship?,Who are the drivers who have achieved success in winning Indian National Rally Championship?,Who are the drivers who have achieved success in winning Indian National Rally Championship?,Aroor Arjun Rao,Aroor Arjun Rao,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,MEDIUM,140231.6727191728,rerun_24h,1,1,1,1
